texto,sensivel
     PORTARIA / SETPU/N.Âº 348/2011 Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â O SECRETÃ,1
"    PORTARIA CONJUNTA Nº 310/2011/AGE-COR/SES O SECRETÁRIO DE ESTADO DE SAÚDE, no uso de suas atribuições que lhe são conferidas pelo artigo 69 da Lei Complementar nº 207 de 29/12/2004 e alterado pela Lei Complementar nº 213 de 09/07/2005 e o SECRETÁRIO-AUDITOR GERAL DO ESTADO, em concordância com o artigo 8º da Lei Complementar nº 413 de 20/12/2010. Considerando o Processo protocolizado sob nº 220837/2008 de 29/04/2008 onde consta o memorando nº 0530/GMCIVF/SGP/SES/MT/2008 expedido em 28/04/200",1
"     ESTADO DE MATO GROSSO SECRETARIA DE ESTADO DE ADMINISTRAÇÃO  PORTARIA Nº. 046/2009 – SGP/SAD  O SECRETÁRIO ADJUNTO DE GESTÃO DE PESSOAS, usando das atribuições que lhes são conferidas por Lei,  RESOLVE:   I-AVERBAÇÃO DE TEMPO DE CONTRIBUIÇÃO:           01)PROCESSO N.º: 625745/2009/PJC,BRUNA KEIKO HATAKEYAMA, Secretaria de Estado de Justiça e Segurança Publica/Policia Judiciária Civil - PJC. De acordo com a Informação n. 830/UAJ/SAD/2009, fls. 13/14, a favor de Bruna Keiko Hatakewama, Escriv",1
"







INSTRUÇÃO NORMATIVA CONJUNTA N° 02/2022/SEPLAG/SESP/FUNAC
 
Altera a Instrução Normativa Conjunta nº 06/2021/SEPLAG/SESP/FUNAC, que
dispõe sobre a contratação de pessoas em cumprimento de pena em regime fechado,
semiaberto, aberto, livramento condicional e egressos, por órgãos e entidades
da Administração Pública Direta e Indireta do Poder Executivo Estadual e
empresas da iniciativa privada, via Fundação Nova Chance, e dá outras
providências.
 
O SECRETÁRIO DE ESTADO DE PLANEJAMENTO",0
"    PORTARIA / SETPU N° 701/2013  RESOLVE      DESIGNAR, O servidor Engº JORGE LUIZ MOURA MATOS para Supervisionar e Fiscalizar a Execução de Serviços de Manutenção de Rodovia não Pavimentada, na Rodovia MT-206, Trecho: Paranaíta / Apiacás com extensão de 128,00 Km, nos Municípios de Paranaíta e Apiacás- MT, de conformidade com Instrumento Contratual Nº 282/2013 – ASJU, celebrado com a Firma: OK CONSTRUÇÃO E SERVIÇO LTDA, efetuando medição dos serviços realizados e no final da obra, firmar o Ter",1
"    PORTARIA Nº 031/2010/GBSES O SECRETÁRIO DE ESTADO DE SAÚDE, no uso de suas atribuições legais e, CONSIDERANDO a Portaria Nº 180/2006/GBSES, publicada no Diário Oficial do Estado de 25/08/2006 (página 15), que unifica por tempo indeterminado a Comissão Permanente de Sindicância e Processo Administrativo Disciplinar e a Comissão Permanente de Ética no âmbito da Secretaria de Estado de Saúde. CONSIDERANDO a Portaria Nº 110/2008/GBSES, publicada no Diário Oficial do Estado de 08/08/2008 (página ",1
"    PORTARIA Nº 164/QCG/DGP, DE 16 DE AGOSTO DE 2010  Agregação de Policial Militar, fins concorrer as Eleições.  O COMANDANTE-GERAL DA POLÍCIA MILITAR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o art. 6º, inciso XII, da Lei Complementar nº 386 de 05 de março de 2010.  RESOLVE:  Art. 1º Agregar o CEL PM PERY TABORELLI DA SILVA FILHO, RG nº 875.278 PMMT, pertencente ao efetivo do QCG, a contar de 05 de agosto de 2010, fins concorrer as Eleições 2010 para o cargo de Deputado ",1
"    PORTARIA Nº 432/2010 O REITOR DA UNIVERSIDADE DO ESTADO DE MATO GROSSO – NEMAT, NO USO DE SUAS ATRIBUIÇÕES LEGAIS, CONSIDERANDO O OFÍCIO Nº 360/2010-PRAD, DATADO DE 01/07/2010. R E S O L V E:  Art. 1º - Designar os membros, abaixo relacionados, para comporem a Comissão para abertura de Processo Administrativo Disciplinar, em desfavor do Professor Elias Antonio Morgan,  lotado no Departamento de Ciências da Computação do Campus Universitário de Barra do Bugres, em face do que dispõe o Process",1
"      Portaria NÂº 001/2011/PAD nÂº 004/2011/AGE  A PRESIDENTE DO PROCESSO ADMINSITRATIVO DISCIPLINAR NÂº 004/2011/AGE, no uso de suas atribuiÃ§Ãµes descritas nos artigos 82, parÃ¡grafo 2Âº da Lei Complementar nÂº 207/2004.  Considerando a Portaria Conjunta nÂº 188/2011/AGE-COR/INDEA, publicada no DiÃ¡rio Oficial do Estado em 09 de agosto de 2011;  RESOLVE:  Art. 1Âº Nomear o servidor Jonas Ferreira da Silva, matrÃ­cula funcional sob nÃºmero 225602, lotado na SuperintendÃªncia de Auditoria dos S",1
"







PORTARIA Nº. 112/2021/SECEL
 
O SECRETÁRIO DE ESTADO DE CULTURA, ESPORTE E LAZER - SECEL/MT, no
uso das atribuições que lhe confere o art. 71, II da Constituição Estadual e,
considerando os dispositivos da Lei nº. 8.666/93 e termos do Decreto nº.
840/2017, Art. 99, §3º, I, que regulamenta o acompanhamento e fiscalização da
execução de contratos administrativos.
 
RESOLVE:
Art. 1º
Designar a servidora Sra. ELAINE DA SILVA SANTOS, matrícula nº 205052, para
exercer a função de fiscal ",0
    Portaria Conjunta nÂº. 088/SAD/SESP/2011.   SECRETÃ,1
"     ESTADO DE MATO GROSSO SECRETARIA DE ESTADO DE EDUCAÇÃO PORTARIA N.º  441/2009-SEDUC – MT O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no uso das suas atribuições legais, e considerando os documentos acostados no processo nº 673810/2009 desta Secretaria de Estado de Educação, para fins de Regularização da vida funcional da servidora MARIA AUXILIADORA DA SILVA E SILVA, CPF nº 109.244.771-72, Matrícula Funcional nº 61260010, resolve cessar as Portarias abaixo mencionadas, conforme especifica:  1 - Port",1
"        PORTARIA N° 113/2017/SAOB/SINFRA   O SECRETÁRIO DE ESTADO DE INFRAESTRUTURA E LOGÍSTICA, no uso das suas atribuições legais nos termos do artigo 67 da Lei n° 8.666, de 21 de Junho de 1993, por meio do Secretário Adjunto de Obras - SAOB, respaldado pela Portaria n° 020, de 07 de Maio de 2015; Considerando a necessidade de designar servidores para acompanhar a execução dos serviços objeto de convênios e instrumentos congêneres celebrados pela Secretaria de Estado de Infraestrutura e",1
"







Portaria n.º
745/2022 - MTPREV
O
DIRETOR PRESIDENTE DO MATO GROSSO PREVIDÊNCIA, no uso e suas atribuições que lhes são conferidas por Lei, resolve
deferir Averbação de Tempo de Serviço/Contribuição do(a) servidor(a)
GILBERTO LOPES FILHO, matrícula 58686, ocupante do cargo de PROFIS. TÉC. NIV.
SUPERIOR SERV. SAÚDE SUS, lotado no órgão SECRETARIA DE ESTADO DE SAUDE, nos
termos do processo 1117/2022-139:
Averbem-se:
6 Anos, 3 Meses e 10 Dias de contribuição para o Regime Geral de Pre",0
"     PORTARIA Nº. 004/2011/FAPEMAT  Alterar as Portarias nº 013/2010 as qual designam servidor para gestão, acompanhamento e fiscalização dos contratos da Fundação de Amparo a Pesquisa do Estado de Mato grosso.  O Presidente da Fundação de Amparo à Pesquisa do Estado de Mato Grosso, no uso de suas atribuições legais, considerando os dispositivos da Lei nº 8.666/93 que regulamenta o acompanhamento dos contratos administrativos, RESOLVE:  Art. 1° Designar a servidora Anna Paula M. dos Santos para ",1
"                                                   RESOLUÃ‡ÃƒO-CEPS N. 146/2009-CEE/MT  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÃ‡ÃƒO DE MATO GROSSO, no uso de suas atribuiÃ§Ãµes legais, considerando o que dispÃµe a ResoluÃ§Ã£o NÂº169/2006-CEE/MT, e tendo em vista o que consta do Processo NÂº 471193/09-CEE/MT, e do Parecer CEPS NÂº 162/09-CEE/MT, aprovado em 22 de dezembro de 2009,  R E S O L V E: Art. 1Âº - Autorizar a oferta do Curso TÃ©cnico em InformÃ¡tica, Eixo TecnolÃ³gico  InformaÃ§Ã£o ",1
"      LEI Nº             9.479,               DE   15   DE         DEZEMBRO         DE 2010.  Autor: Poder Executivo Autoriza o Poder Executivo a abrir Crédito Especial, incluindo na Lei nº 9.298, de 30 de dezembro de 2009, as providências que seguem.  A ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 42 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte lei:  Art. 1º  Fica o Poder Executivo autorizado a abrir Crédito Especial, inclu",1
"    PORTARIA CONJUNTA Nº. 070/2009/PGE/SEFAZ.  O SECRETÁRIO DE ESTADO DE FAZENDA E O PROCURADOR-GERAL DO ESTADO, no uso de suas atribuições e nos termos do artigo 170 da Lei Complementar nº 04, de 15-10-1990, combinado com o art. 69 da Lei Complementar nº 207, de 29-12-2004 e republicada no Diário Oficial do Estado de 18-3-2005 por ter saído incorreta, e;  Considerando as razões aduzidas no Oficio nº 009/CPAD-056/2009/PGE/SEFAZ, datado de 3-9-2009, pelo Presidente da Comissão de Processo Adminis",1
"



PORTARIA Nº 64/2009/GAB/SEJUSP, DE 07 DE MAIO DE 2009.

O SECRETÁRIO DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA, no uso das atribuições legais tendo em vista o que consta dos processos nº 176091/2008, e considerando o disposto A Lei nº 11.530, de 24 de outubro de 2007, alterada pela Medida Provisória nº 416/2008, de 23 de janeiro de 2008, regulamentado pelo Decreto nº 6.380, de 08 de março de 2008, e considerando alteração da Portaria GAB/SEJUSP nº 78/2008, resolve nomear os membros abaixo nom",0
"



DECRETO Nº         1.751,          DE   29   DE         ABRIL           DE 2013.

Regulamenta a Lei Complementar nº 440, de 19 de outubro de 2011 no âmbito do Poder Executivo do Estado nos trabalhos de Tecnologia da Informação e Comunicação - TIC, altera o Decreto nº 1.047, de 28 de março de 2012, o Decreto nº 7.217, de 14 de março de 2006 e dá outras providências.

O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o art. 66, incisos III e V, da Constituição Estad",0
"







PORTARIA N° 03/CM/2017
O
Secretário- Chefe da Casa Militar, no uso de suas atribuições legais e,
considerando o Decreto Estadual nº 1.093 de 17/04/2012, que estabelece normas
de padronização para elaboração e publicação dos lotacionogramas dos Órgãos e
Entidades do Poder Executivo do Estado de Mato Grosso, e dá outras
providências.
 



LOTACIONOGRAMA
ORGÃO: CASA MILITAR DO ESTADO

 



1º TRIMESTRE








CARREIRA


CARGO


Nº DE
  SERVIDORES


SUBSÍDIO

 



CARGOS CRIADOS


CA",0
"    DECRETO NÂº       1.847,       DE    11    DE    MARÃ‡O    DE  2009.  DispÃµe sobre a alteraÃ§Ã£o de carga horÃ¡ria da Professora da EducaÃ§Ã£o BÃ¡sica do Estado de Mato Grosso e dÃ¡ outras providÃªncias.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuiÃ§Ãµes que lhe confere o artigo 66, inciso III, da ConstituiÃ§Ã£o Estadual, e considerando o disposto no artigo 36, da Lei Complementar nÂº 50, de 1Âº.10.98 e conforme Parecer 688/SGA/08 .constante no Processo N.Âº 271701/2008.  D E ",1
"



PORTARIA NÂº 161/2013/GBSES
O SECRETÃ",0
"    RESOLUÇÃO N° 23/2011-SARP Altera a Resolução n° 10/2009-SARP, que em caráter excepcional e transitório, redefine critérios para fins de fixação da obrigatoriedade de reexame necessário, em relação aos processos que especifica, e dá outras providências.  O SECRETÁRIO ADJUNTO DA RECEITA PÚBLICA, no uso de suas atribuições legais, nos termos do inciso II do artigo 71 da Constituição Estadual c/c a alínea b do inciso I do caput do artigo 3º e com o item II do Anexo I da Lei Complementar nº 266/2",1
"



                   GOVERNO DO ESTADO DE MATO GROSSO
           CONSELHO ESTADUAL DO MEIO AMBIENTE - CONSEMA

RESOLUÇÃO CONSEMA – 59/11
Cuiabá, 30 de junho de 2011.
6ª Reunião Ordinária

O Conselho Estadual do Meio Ambiente – CONSEMA, no exercício de sua competência prevista no art. 3º da Lei Complementar nº 38, de 21 de novembro de 1995, alterada pela Lei Complementar nº 232, de 21 de dezembro de 2005;

Considerando a decisão, por unanimidade, do Pleno do Conselho Estadual do Meio Ambiente –",0
"    PORTARIA N.Âº 32/2010/GAB/SEJUSP, DE 18 DE MARÃ‡O DE 2010. Concede prorrogaÃ§Ã£o de prazo para conclusÃ£o dos trabalhos da Tomada de Contas Especial designada pela Portaria nÂº 001/2010/GAB/SEJUSP, publicada em D.O.E. de 06/01/2010. O SECRETÃ",1
"    DECRETO NÂº           2.514,            DE   03   DE          MAIO            DE 2010.  Designa o titular da Secretaria de Estado de JustiÃ§a e SeguranÃ§a PÃºblica para acompanhar as investigaÃ§Ãµes alusivas aos PregÃµes nÂºs 087/2009 e 088/2009.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuiÃ§Ãµes que lhe confere o artigo 66, inciso III, da ConstituiÃ§Ã£o Estadual, e   Considerando os apontamentos efetuados pela Auditoria-Geral do Estado na conduÃ§Ã£o dos PregÃµes nÂºs 087/2009 ",1
"        PORTARIA Nº 323/2015/GS/SEDUC/MT.   O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no uso de suas atribuições que lhe são conferidas pelos artigos 69 e 75, § 1º da Lei Complementar nº 207, de 29.12.2004, alterada pela Lei Complementar nº 213 de 09.07.2005;   Considerando a solicitação de prorrogação do curso da instrução processual, formulada e fundamentada pela responsável Comissão Processante, para o término dos trabalhos elucidativos do Processo Administrativo Disciplinar nº 515.018/20014/",1
"







PORTARIA Nº 076/2022/CGE-COR
O SECRETÁRIO CONTROLADOR-GERAL DO ESTADO, no uso de suas atribuições
que lhe são conferidas pelos artigos 71, da Constituição Estadual, artigo 33 da
Lei Complementar nº 550/2014, no artigo 24 da Lei n. 7692/2002 e do artigo 6º do
Decreto n. 522/2016;
Considerando a justificativa
do pedido da Comissão do PAR nº 594394/2017, de 01/11/2017, para anular atos
realizados, nos termos do artigo 24 da Lei n. 7692/2006;
Considerando a Portaria n.
45/2022/CGE publ",0
"    DECRETO Nº    686,        DE      20     DE       SETEMBRO          DE       2011.  Dispõe sobre a Retificação do Decreto nº 5.874, de 03 de junho de 2005 publicado no Diário Oficial da mesma data referente a Progressão Vertical do servidor da Secretaria de Estado de Administração – MT SAÚDE na Carreira dos Profissionais do Desenvolvimento Econômico Social e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66, inciso III, da Cons",1
"


Buscar no Diário Oficial



Diário não encontrado.

",0
"







PORTARIA N°  019/2022/INTERMAT
 
Dispõe
sobre as medidas excepcionais e de caráter temporário, para prevenção dos
riscos de disseminação ao coronavírus (COVID-19) no âmbito do Instituto de
Terras de Mato Grosso- INTERMAT.
O Presidente
do Instituto de Terras de Mato Grosso - INTERMAT, no uso de suas atribuições
legais conferidas no art. 39 do Decreto nº 281, de 25 de outubro de 2019, e,
CONSIDERANDO
Decreto nº 554, de 03 de julho de 2020, que dispõe sobre a gestão de
assiduidade e ",0
"        PORTARIA Nº029/2024/EMPAER - MT   O DIRETOR PRESIDENTE DA EMPRESA MATO-GROSSENSE DE PESQUISA, ASSISTÊNCIA E EXTENSÃO RURAL - EMPAER MT, no uso de suas atribuições legais, que lhe confere o Artigo 15 do Estatuto Social da Empresa;   RESOLVE:   Art. 1º Exonerar Erick Vinicius Correa da Costa, para fins de regularização funcional, do cargo comissionado de Assessor Especial II - DAC - 05 na Empresa Mato-Grossense de Pesquisa, Assistência e Extensão Rural - EMPAER-MT, com seus efeitos a",1
"    DECRETO NÂº  589,  DE   05   DE   AGOSTO   DE 2011.  DispÃµe sobre a retificaÃ§Ã£o do Decreto de Enquadramento Definitivo nÂº 2374 de 09 de MarÃ§o de 2001 publicado no DiÃ¡rio Oficial da mesma data.  O GOVERNO DO ESTADO DE MATO GROSSO, no uso das atribuiÃ§Ãµes que lhe confere o inÃ­cio III, do Artigo 66, da ConstituiÃ§Ã£o Estadual, e considerando o disposto nos artigos 36 e 83, da Lei Complementar nÂº 50, de 1Âº.10.98 e 10, do Decreto nÂº 2.709, de 26.11.98.  DECRETA  Art. 1Âº Fica retificad",1
"







PORTARIA Nº 492/2019/GS/SEDUC/MT.
Dispõe sobre a designação em regime de Dedicação
Exclusiva dos Profissionais da Educação Básica do Estado de Mato Grosso na
função de Diretor Escolar.
 
A SECRETÁRIA DE ESTADO DE EDUCAÇÃO, no uso de suas atribuições legais, contidas na Lei nº
9.394/96, e com base nos princípios da Gestão Democrática emanados da
Constituição da República Federativa do Brasil de 1988, bem como a Constituição
Estadual, a Lei Complementar nº 49/98, Lei Complementar nº 5",0
"    PORTARIA N°. 44, DE 17 DE FEVEREIRO DE 2011   Outorga a Retiro Empreendimentos Energéticos S/A o direito de uso dos Recursos Hídricos para a captação de água no Ribeirão Retiro.   O SECRETÁRIO DE ESTADO DO MEIO AMBIENTE, no uso das atribuições constitucionais previstas no Art.71, inciso IV, da Constituição do Estado de Mato Grosso, e legais, que lhe confere a Lei Complementar 214, de 23 de junho de 2005 que cria a Secretaria de Estado do Meio Ambiente (SEMA/MT); e, Considerando a Lei Estadua",1
"    LEI Nº                9.335,                 DE   12   DE           ABRIL            DE 2010.  Autor: Poder Executivo Autoriza o Poder Executivo a abrir Crédito Especial, incluindo na Lei nº 9.298, de 30 de dezembro de 2009, as providências que seguem.  A ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 42 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte lei:  Art. 1º  Fica o Poder Executivo autorizado a abrir Crédito Especial, ",1
"             PORTARIA Nº 019/2011/GAB/SEJUDH, DE 18 DE JULHO DE 2011. Designa substituição do Secretário de Estado de Justiça e Direitos Humanos em sua ausência ou afastamento, e dá outras providências.  O SECRETÁRIO DE ESTADO DE JUSTIÇA E DIREITOS HUMANOS, no uso das atribuições que lhe confere o artigo 71, inciso II, da Constituição do Estado de Mato Grosso e, Considerando o artigo 8°, inciso XII, da Lei Complementar Estadual n.° 14, de 16 de janeiro de 1992; Considerando a necessidade, por ve",1
"







RESOLUÇÃO N.º 059/2021/CODEM
 
O
PRESIDENTE DO CONSELHO ESTADUAL DE DESENVOLVIMENTO ECONÔMICO DE MATO GROSSO - CODEM, no uso das atribuições legais que
foram conferidas no Art. 6º e 7° do capítulo III da Lei Complementar n° 672 de
24 de setembro de 2020, face à decisão colegiada ocorrido na 05ª Reunião
Ordinária, realizada em 12 de novembro de 2021.
 
Considerando que o Fundo Constitucional de Financiamento do
Centro-Oeste - FCO, criado criado pela Lei n° 7.827, de 27.09.1989, tem c",0
"



PORTARIA N.º 413/2012-SEDUC - MT
                O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no uso das suas atribuições legais, e considerando os documentos acostados no processo nº 617954/2012.
RESOLVE:
TORNAR SEM EFEITO, a concessão da Licença de Interesse Particular, referente ao servidor ZELCY LUIZ DALL ACQUA, CPF nº 092.904.609-97, RG. nº 11037113 SSP/MT,  constante no Item  b) – 04) do Despacho nº 045/88 – SAD de 12/07/1988,  publicado no Diário Oficial de 29/07/1988, pág. 08, para fins de re",0
"    DECRETO NÂº          766,             DE   25   DE           SETEMBRO            DE 2007  Abre no OrÃ§amento Fiscal e da Seguridade Social, CrÃ©dito Suplementar por Excesso de ArrecadaÃ§Ã£o em favor de Ã³rgÃ£o (s) do Estado de Mato Grosso, para reforÃ§o de dotaÃ§Ãµes constantes da lei orÃ§amentÃ¡ria vigente.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuiÃ§Ãµes que lhe confere o Artigo 66, Inciso III, da ConstituiÃ§Ã£o Estadual, e da autorizaÃ§Ã£o contida no artigo 6Âº, Inciso I e",1
"    RESOLUÇÃO Nº 02/2010/CONSEA/MT  Dispõe sobre a nomeação dos membros da Comissão Eleitoral para a escolha das representações da Sociedade Civil no Conselho Estadual de Segurança Alimentar e Nutricional - CONSEA-MT  O Presidente do Conselho Estadual de Segurança Alimentar e Nutricional de Mato Grosso - CONSEA-MT, no uso de suas atribuições,  R E S O L V E:  Art. 1º Nomear os membros da Comissão Eleitoral referente a escolha das representações da Sociedade Civil para comporem o Conselho Estadua",1
"    PORTARIA Nº 094, DE 08 DE SETEMBRO DE 2009.  O SECRETÁRIO DE ESTADO DO MEIO AMBIENTE, no uso das atribuições que lhe confere o art. 71, inciso IV, da Constituição do Estado de Mato Grosso e a Lei Complementar nº 214, de 23 de junho de 2005, que cria a Secretaria de Estado do Meio Ambiente – SEMA/MT, e;  Considerando o artigo 18, §4°, da Resolução CONAMA 237/1997, bem como o artigo 19, §5°, da Lei Complementar 232/2005, que altera em partes a Lei Complementar n.º38/95, que dispõe sobre o Códi",1
"        PORTARIA CONJUNTA Nº 247/2017/CGE-COR/SEDUC   O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, ESPORTE E LAZER, no uso de suas atribuições que lhe são conferidas pelos artigos 69 e 75, §1º da Lei Complementar nº 207, de 29/12/2004, alterada pela Lei Complementar nº 213, de 09/07/2005, e o SECRETÁRIO CONTROLADOR-GERAL DO ESTADO, no uso de suas atribuições que lhe são conferidas pelo artigo 33 da Lei Complementar nº 550/2014; Considerando a justificativa do pedido de prorrogação da comissão do PA",1
"     PORTARIA / SINFRA/Nº474 /2.010     RESOLVE :   DESIGNAR, O servidor Engº SILVIO ROBERTO MARTINELLI para Supervisionar e Fiscalizar a Execução dos Serviços de Reconstrução de Pontes de Madeira Tipo I, na Rodovia: MT-129, Trecho: Entrº MT-020 ( Postinho) – Gaúcha do Norte, sobre o Rio Santa Luzia, com extensão de 24,0m de conformidade com instrumento contratual Nº 246/2010 – ASJU, celebrado com a Firma: CONSTRUTORA VITÓRIA, efetuando medição dos serviços realizados e no final da obra, firmar ",1
    PORTARIA NÂº 081/2011/GAPL/CADQV/SGP. O SECRETÃ,1
     PORTARIA N.Âº 15/2013/GAB-SEC/SETAS/MT A SECRETÃ,1
"



                                PORTARIA Nº 023/2014/CCAD/CADQV/SGP.
O SECRETÁRIO DE ESTADO DE SAÚDE, no uso de suas atribuições legais, e
CONSIDERANDO o disposto na Lei Complementar nº 441 de 24 de outubro de 2011 e no Decreto nº 3006 de 05 de maio de 2004.
R E S O L V E:
Art. 1º Homologar as Avaliações de Desempenho dos Servidores da Secretaria de Estado de Saúde referente ao ano de 2012, conforme planilhas anexas a esta portaria, nos termos do Art. 9º do Decreto nº 3.006 de 05 de maio de ",0
"    DECRETO Nº     1.563           DE      05       DE      SETEMBRO                DE     2008.  Dispõe sobre retificação, em parte, do Decreto nº 317 de 17 agosto de 1995, de exoneração de professores da Secretaria de Estado de Educação, na Carreira dos Profissionais da Educação Básica e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66, inciso III, da Constituição Estadual, e  considerando, o que dispõe o Processo nº 42463/2008/",1
"     PORTARIA N. 033/2010/GAB/CEE/MT.   O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, e em consonância com o inciso V do artigo 33 da Lei Complementar n. 77/00, de 13 de dezembro de 2000, e mediante o disposto na Resolução n. 169/06-CEE/MT, e à vista do Processo nº 193284/2010-CEE/MT, e do Despacho de Câmara de 193284/2010 R E S O L V E: Art. 1º - Constituir Comissão Verificadora, conforme abaixo relacionada, para verificar “in loco” o pedido do",1
"                       GOVERNO DO ESTADO DE MATO GROSSO            CONSELHO ESTADUAL DO MEIO AMBIENTE - CONSEMA  RESOLUÇÃO CONSEMA – 59/11 Cuiabá, 30 de junho de 2011. 6ª Reunião Ordinária  O Conselho Estadual do Meio Ambiente – CONSEMA, no exercício de sua competência prevista no art. 3º da Lei Complementar nº 38, de 21 de novembro de 1995, alterada pela Lei Complementar nº 232, de 21 de dezembro de 2005;  Considerando a decisão, por unanimidade, do Pleno do Conselho Estadual do Meio Ambiente –",1
"



PORTARIA N� 047/2014/SEEL

O Secret�rio de Estado de Esporte e Lazer, no uso de suas atribui��es legais, e considerando os dispositivos da Lei n� 8.666/93 e do Decreto Estadual n� 7.217/06, que regulamentam o acompanhamento e fiscaliza��o da execu��o dos contratos administrativos;
Resolve:                  
Art. 1� - Designar o servidor Al�pio Luiz de Souza Silva, matricula n�. 205026, para acompanhar e fiscalizar o contrato abaixo da Secretaria de Estado de Esporte Lazer / SEEL � MT.

Regi",0
"        PORTARIA Nº 194/2017/CGE-COR A SECRETÁRIA CONTROLADORA-GERAL DO ESTADO, no uso de suas atribuições que lhe é conferida pelos artigos 69 e 75, § 1º, da Lei Complementar nº 207/2004, alterada pelas Leis Complementares nº 213/2005 e 550/2014 e do artigo 3º e 17º, da Lei Complementar nº 550/2014: Considerando a necessidade de prorrogação de prazo, manutenção dos membros para o término dos trabalhos elucidativos do Processo Administrativo Disciplinar nº 3502/2017; Considerando o Princíp",1
"        EXTRATO DE TERMO DE COMPROMISSO DE AJUSTAMENTO DE CONDUTA   Com fulcro no que dispõe o art. 11, do Decreto Estadual nº 466/2023, fica publicada celebração de Termo de Compromisso de Ajustamento de Conduta - TCAC, com o servidor imputado  no âmbito do Processo nº SESP-PRO-2022/53215, por infração disciplinar de menor potencial ofensivo, com enquadramento dentro do previsto no art. 5º do Decreto Estadual nº 466/2023.   Cuiabá, 06 de março de 2024.   César Augusto de Camargo Roveri - ",1
"     RESOLUÇÃO nº 024/2010 O PRESIDENTE DO CONSELHO DE DESENVOLVIMENTO AGRÍCOLA – CDA, criado pela Lei Complementar n° 339, de 12 de dezembro de 2008 em seu Artigo 11, no uso das atribuições regimentais que lhe confere, do respectivo Conselho. resolve: Art. 1º - Conforme Decreto 1951/2009 que introduz alteração no Art. 17-A do Decreto 1589/1997 que regulamenta a Lei nº 6.883 de 02 de junho de 1997 que institui o PROALMAT – Programa de Incentivo a Cultura do Algodão de Mato Grosso e dá outras pro",1
"     RESOLUÇÃO nº 021/2010  O PRESIDENTE DO CONSELHO DE DESENVOLVIMENTO AGRÍCOLA – CDA, criado pela Lei Complementar n° 339, de 12 de dezembro de 2008 em seu Artigo 11, no uso das atribuições regimentais que lhe confere, do respectivo Conselho. resolve: Art. 1º - Conforme Decreto 1951/2009 que introduz alteração no Art. 17-A do Decreto 1589/1997 que regulamenta a Lei nº 6.883 de 02 de junho de 1997 que institui o PROALMAT – Programa de Incentivo a Cultura do Algodão de Mato Grosso e dá outras pr",1
"







PORTARIA Nº 015/2022/GAB/FUNAC
 
Dispõe sobre a inclusão e designação de servidores
responsáveis pelo translado e acompanhamento de recuperandos do Termo de
Cooperação nº 006/2020 de mão de obra remunerada de recuperandos do Sistema
Penitenciário de Mato Grosso/ Prefeitura Municipal de Lucas do Rio Verde/MT e
Conselho da Comunidade de Lucas do Rio Verde/MT/com anuência da Fundação Nova
Chance/SESP/SAAP/MT.
 
O Presidente
da Fundação Nova Chance/FUNAC, no uso de suas atribuições que",0
"    DECRETO Nº      2.981,       DE     11    DE      NOVEMBRO           de 2010.  Dispõe sobre retificação, em parte do Decreto nº 5.964, de 15 de junho de 2005 publicado no Diário Oficial da mesma data, sobre Progressão Vertical de servidores da Universidade Estadual de Mato Grosso, na Carreira dos Profissionais Técnico da Educação Superior e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66, inciso III, da Constituição Estadual,",1
"



LEI Nº                 8.846,                 DE   26   DE             MARÇO                DE 2008.

Autor: Deputado Mauro Savi
Denomina “Daury Riva”, o trecho das rodovias MT-325 e MT-220, compreendido entre o Município de Juara até o entroncamento da MT-170, no Município de Brasnorte.

A ASSEMBLÉIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o Art. 42 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte lei:

Art. 1º  Fica denominado “Daury R",0
